"","Series 1","Series 2","Series 3"
"1",9.84174308472367,2.71158757143924,13.1637693943211
"2",9.29760936995725,2.45430297052564,12.3044305863127
"3",8.33377963445145,2.39179548074964,11.2640215332994
"4",11.3976125024346,0.539212084314375,12.0582132329485
"5",11.3273680509161,0.696843611115648,12.1810866747157
"6",10.177792528953,0.88302555401125,11.2596067964949
"7",13.0907706407735,-0.4821340499331,12.5000974810716
"8",12.8683991859241,-0.125408022427107,12.7147590253313
"9",11.5391125912733,0.309360096447844,11.9181165335999
"10",10.3841431776016,0.515431725980812,11.015610061631
"11",9.35382684853379,0.581631561847618,10.0663966254798
"12",8.48491348885677,0.629728855734913,9.25640833147168
"13",7.69959126643698,0.708244215107058,8.56727702403064
"14",6.91979928569207,0.767442893023838,7.86001066171101
"15",6.88306734468099,0.559149960596502,7.56809441136209
"16",6.1557929577493,0.611396042984816,6.90482786326824
"17",5.57327924895978,0.620063368988603,6.33293268855142
"18",5.4464096726915,0.575718276487745,6.15173495207875
"19",5.18689285222003,0.432233669622336,5.7164319449284
"20",5.24572197784723,0.243211638868231,5.54368597194081
"21",4.88921044164334,0.312493593660199,5.27205330117482
"22",4.84077233848694,1.01976679106795,6.09011134020813
"23",4.4566443855223,0.993665143156784,5.67400567721189
"24",5.14238230850894,0.331427071266145,5.54842099302562
"25",5.1461469973796,0.132754331720237,5.30878728505932
"26",4.94038532622321,0.0286946311763394,4.97553975778796
"27",4.72243232719386,0.640637332389288,5.50729138744465
"28",4.29369374751564,0.640206845907748,5.07802540919274
"29",3.91834312151964,0.614082004681329,4.67066865851821
"30",3.60299275266026,0.585347838914541,4.32011542338705
"31",3.47983843133923,0.473311986859756,4.0597034851392
"32",3.17786704508165,0.49571006594398,3.78517248428017
"33",2.99005300166239,0.588100679075424,3.71054823816463
"34",2.80122808436442,0.520195944038546,3.43853171801572
"35",2.60077612318224,0.469828908083958,3.17637397962024
"36",3.91863125029117,-0.411607510511913,3.41436172436813
"37",5.41939689419212,-0.815128260227109,4.42076511305678
"38",5.40735018687418,0.328850093341008,5.81023175835614
"39",6.07182087197518,-0.308993525316641,5.69326602410342
"40",5.48767352903927,-0.20130564211409,5.24104950464221
"41",4.93565479636476,-0.0276068292992404,4.90183305510048
"42",4.45572653721943,0.0719712026441239,4.54390006007942
"43",5.09003591340841,-0.302319486107835,4.71965757957457
"44",4.56688535869159,-0.209361080037928,4.31039243793279
"45",4.55279226962561,-0.287351475308066,4.2007515790982
"46",4.17792423379891,-0.0775743819876495,4.08288613116557
"47",3.78457151083181,-0.00312122599153719,3.7807476273728
"48",3.68682131363611,0.0979376986319931,3.80680696889718
"49",3.55241966408507,0.0160179338499196,3.57204359149767
"50",3.8872920526321,0.0447442688165602,3.94210925262886
"51",3.7507109780137,-0.0341782549657619,3.70883843684693
"52",4.12678659283606,0.136343804218138,4.29382442319566
"53",4.03568871843779,0.166242266373662,4.23935582049907
"54",4.08004419958369,0.585569056331938,4.79743788869413
"55",4.05790303768958,0.487504330986751,4.65515544828427
"56",4.23025188819675,0.332077936331357,4.63708796199688
"57",4.33835954786729,0.761439189854457,5.27121565345581
"58",3.91585840969493,0.784653155338405,4.87715446127673
"59",3.88437169706228,1.38187901087904,5.57734244201375
"60",3.66101565976178,1.23084592814808,5.16895241217818
"61",3.40712574711212,1.31620057405552,5.01963237672425
"62",4.517998998539,0.577631695424014,5.22566845006898
"63",4.08593476605094,0.59985613065616,4.82083186802998
"64",4.05412712109266,0.508454320266972,4.67704583002405
"65",3.99653515957657,0.375198791469291,4.45619955312908
"66",3.81292597668701,0.583537247030698,4.52783045098253
"67",4.41323203857279,0.81616192466441,5.41313018502569
"68",4.32053269914188,0.785316519970751,5.28264145350514
"69",4.23046965216968,0.58505009283191,4.94722754754107
"70",4.10946527084799,0.456930913153234,4.66926150651141
"71",3.68998300578071,0.474238887992332,4.27098362679644
"72",3.31980944086099,0.482023579174875,3.91034726037729
"73",3.02426979239544,0.470055461036281,3.60014520389972
"74",3.30874529566572,0.141854499446792,3.4825344014503
