"","x"
"1",-1.14589178040716
"2",0.0886132091657554
"3",4.07865643089105
"4",4.24533162523391
"5",1.37598285882135
"6",-6.90502916012332
"7",-0.865057297600869
"8",0.778887537852757
"9",-1.38891121606672
"10",1.12995552539332
"11",1.45862731943653
"12",-1.37223422551012
"13",0.945430333912789
"14",-2.86353621909718
"15",0.439175058097918
"16",0.959449139376067
"17",2.5708356710207
"18",1.51136378100483
"19",-2.61728743040233
"20",1.78046246335066
"21",1.16960397631911
"22",1.3201511858536
"23",-2.91080841580706
"24",-1.4449890181059
"25",1.36056520557784
"26",1.84105618431798
"27",-0.832644277655348
"28",-0.755353990090946
"29",-0.42211966436243
"30",-1.53455696746603
"31",-0.776200533548899
"32",1.46113471810638
"33",1.01868453069929
"34",0.757260665396498
"35",-3.49715808420794
"36",-2.01672771061747
"37",-1.69722698432819
"38",3.1917602968305
"39",-0.964496735918186
"40",0.527241994657279
"41",-0.791909109894773
"42",3.64307416249137
"43",-0.426803891597327
"44",2.45048172033262
"45",-1.25999146970077
"46",-0.0845666012343482
"47",-2.05135398331029
"48",-1.47893082708648
"49",-3.11551677797954
"50",1.70331325562403
"51",-3.34418872226325
"52",-2.13663492723626
"53",2.77795641070755
"54",0.999553983167933
"55",1.25787822068597
"56",-2.8987536873252
"57",0.366972888896244
"58",2.08435275893688
"59",-1.17276941813595
"60",0.633199763750714
"61",3.97754597176778
"62",0.77687054506197
"63",2.29504335869106
"64",2.07907696690737
"65",1.95605258544935
"66",3.95621213100452
"67",-2.19616669742679
"68",-1.6793677365837
"69",1.91699161077201
"70",0
"71",0
"72",-0.555336611655521
"73",-2.00890644967822
"74",-3.04926797278542
"75",-1.68780377873516
"76",-0.0851426190217719
"77",2.35701147071112
"78",-5.55936213446171
"79",-0.0879894469439257
"80",-0.529568757471033
"81",0.265134932162026
"82",0
"83",-3.502827804608
"84",-1.10295235754996
"85",-1.20875483813818
"86",2.40307312255559
"87",-1.10193952496105
"88",-0.184842936178242
"89",-3.38696532402967
"90",3.66410176006799
"91",-3.3774317118604
"92",2.07750625749643
"93",-1.50661983546443
"94",1.78660135293911
"95",-2.07163717537475
"96",-3.19021737664831
"97",1.26892869064923
"98",3.24455941265653
"99",-0.943403223335881
"100",0.283956650807804
"101",0.847063888350874
"102",0.5607491328945
"103",1.57192325924909
"104",1.2762251613851
"105",0.271370587159669
"106",-0.361991345513468
"107",-2.38543420971138
"108",0.185528810174596
"109",-0.27842245364047
"110",2.47832785317725
"111",1.35076344615421
"112",0.979091043461722
"113",-1.42732128741168
"114",-0.179856163591507
"115",-2.00006667066694
"116",-1.57337813022131
"117",1.29751588631333
"118",0.183992692200752
"119",-2.23057575142982
"120",-0.754720563538314
"121",0.754720563538314
"122",-0.84946239914232
"123",0.943403223335881
"124",1.58363812629014
"125",0.184672259316443
"126",1.1921278275639
"127",0.636076656180995
"128",-0.0906207583537988
"129",-1.09390334204318
"130",-1.94360583771189
"131",-0.187090793581168
"132",-2.27282510775559
"133",-2.22769502779183
"134",-1.57949976714895
"135",0.792868375550704
"136",-2.80298630765943
"137",-0.406918160672598
"138",-1.43739641120688
"139",-1.56334606619288
"140",1.14883770067604
"141",-3.48688256508241
"142",2.86188053056526
"143",2.37491802116634
"144",-3.63676441708751
"145",-0.743497848751806
"146",-4.02446913978869
"147",0.442968609158845
"148",-1.2229168526412
"149",2.43105895006162
"150",-0.767127049665151
"151",-1.88789615974696
"152",-0.224466985382366
"153",-5.07021031199621
"154",1.29185589915566
"155",-4.04817179207102
"156",-0.976808743620694
"157",2.30452891178841
"158",-3.16713438376515
"159",-3.52681388374578
"160",0.63897980987706
"161",3.99553770775944
"162",0.366524539829616
"163",2.05197302311766
"164",0.238663597773092
"165",-1.56159329462282
"166",2.74644127903692
"167",-0.709222830949185
"168",-1.31345171806467
"169",1.90481949706944
"170",-0.354400843472957
"171",-1.07080142724718
"172",-4.40168854167746
"173",2.10273671920755
"174",-0.490798531219205
"175",-4.01559597081245
"176",2.02795289505291
"177",-0.251256413588319
"178",-1.64873741090208
"179",0.382897723709696
"180",4.96996685522726
"181",2.63173083173736
"182",-1.1876624162579
"183",-0.599162966826672
"184",1.66869187850147
"185",0.353982670512387
"186",1.40353181163833
"187",1.84124879444525
"188",-3.12706428878209
"189",-1.66077363996604
"190",0.596304688824612
"191",-1.9208273638267
"192",0
"193",0.72464085207673
"194",-1.08893997992681
"195",3.23187912551672
"196",2.78763695282551
"197",0.228833051801214
"198",0
"199",0.114220457877678
"200",-2.19281723386113
"201",-1.17372239457256
"202",-2.75301647425827
"203",2.51660974477019
"204",-1.55041865359649
"205",-0.361228568591399
"206",-0.847976007911466
"207",1.32932471106626
"208",-0.722894714315148
"209",0.962702982716435
"210",0
"211",-2.54713588483151
"212",0.245398896156646
"213",2.181904739464
"214",1.66472334331562
"215",0.705055799666665
"216",-1.05945664313962
"217",1.05945664313962
"218",0.932407687512304
"219",-1.40189211793307
"220",1.40189211793307
"221",0.347423626818655
"222",-1.39699594402005
"223",-0.352319800731671
"224",0.58651194523982
"225",0.233644966101965
"226",1.04469899646551
"227",-0.928080907447271
"228",4.22196187868931
"229",0.557104504945549
"230",-0.111172885269051
"231",-1.45660838665393
"232",-1.93738253396889
"233",-2.210677578103
"234",-0.589972212718859
"235",0.236406729488081
"236",-0.710903467910651
"237",-0.955801780610521
"238",0.119976019190426
"239",1.07335556431085
"240",0.709222830949185
"241",-0.946752633839942
"242",0.710903467910651
"243",-1.78682538308457
"244",-2.92703823001133
"245",0.862605471976741
"246",0.245098161913981
"247",-0.122473989589578
"248",0.85418457129629
"249",-0.121580562088974
"250",-3.08857162659648
"251",-0.882173332914782
"252",0.252844635335858
"253",1.25472160520883
"254",-0.750942202213123
"255",0
"256",-0.630121807672923
"257",0.630121807672923
"258",-0.125707119005103
"259",0.376648279547664
"260",0
"261",1.73917427118693
"262",-1.73917427118693
"263",-1.00756519887413
"264",0.252844635335858
"265",0.378072283990605
"266",0.125707119005103
"267",-3.19108122810534
"268",-3.02853955888525
"269",0.931477127454761
"270",0.264550418842413
"271",-0.92900469070929
"272",-1.74853143410194
"273",0.135593241113585
"274",-1.9152432214756
"275",-0.832182333749221
"276",-2.53892340048196
"277",-0.716848947861237
"278",1.85322481289276
"279",0.703732672057611
"280",-1.55480163884849
"281",1.41445073861648
"282",1.67134809737406
"283",-1.25088496917087
"284",-2.83706971292155
"285",1.99436809673352
"286",1.95536956266373
"287",3.66639843715912
"288",0.266311741948355
"289",-0.935210557027988
"290",1.46571577999732
"291",2.2237672407889
"292",-0.388853373969233
"293",-1.96727655987048
"294",-1.33335308694651
"295",0.802143338457517
"296",2.23840813835374
"297",2.18939846347359
"298",-0.127469743200059
"299",2.02027073175195
"300",0.871194060202152
"301",-2.38255784120693
"302",0.50633019565467
"303",1.00503358535011
"304",-2.91713773002797
"305",-0.904983551991778
"306",-0.651468102119379
"307",0.130633591405571
"308",-0.523561405394535
"309",-0.790517950711322
"310",0.527705710084359
"311",0
"312",-1.45794497631568
"313",-1.61510913278831
"314",-0.271739297650009
"315",-1.50791068271201
"316",0.275862243907965
"317",0.959568706185543
"318",0.272479732618502
"319",1.35137191667232
"320",0
"321",0
"322",-1.89707586297811
"323",0.545703946305798
"324",0.677968698537912
"325",0.404585851954353
"326",-1.76515105753223
"327",-1.24053968574878
"328",1.78698913295665
